id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,bmi,children,smoker,region,expenses
1128,Female,27,1,8,1,< 1 Year,No,35169,152,203,0,35.9,2,no,southeast,5836.52
1129,Female,23,1,8,1,< 1 Year,No,40813,152,276,0,32.8,1,no,southwest,14358.36
1130,Female,64,1,28,0,1-2 Year,Yes,2630,156,155,0,18.6,0,no,southwest,1728.9
1131,Male,48,1,28,0,1-2 Year,Yes,21877,124,109,0,23.9,5,no,southeast,8582.3
1132,Female,41,1,8,0,1-2 Year,No,42356,124,115,0,45.9,2,no,southwest,3693.43
1133,Male,52,1,50,1,1-2 Year,No,37981,8,272,0,40.3,0,no,northeast,20709.02
1134,Female,25,1,28,0,< 1 Year,Yes,23752,152,151,1,18.3,0,no,northwest,9991.04
1135,Female,61,1,8,0,1-2 Year,Yes,2630,26,283,0,33.8,0,no,northwest,19673.34
1136,Male,22,1,8,1,< 1 Year,No,25266,26,188,0,28.1,3,no,northwest,11085.59
1137,Male,68,1,11,0,1-2 Year,Yes,33639,124,180,0,25,1,no,southwest,7623.52
1138,Female,23,1,6,1,< 1 Year,No,13636,152,163,0,22.2,0,no,northwest,3176.29
1139,Female,38,1,24,1,1-2 Year,No,20761,152,92,0,30.3,0,no,southeast,3704.35
1140,Female,27,1,29,1,< 1 Year,No,30006,152,110,0,32.5,0,yes,northwest,36898.73
1141,Female,43,1,28,1,1-2 Year,No,139130,122,28,0,37.1,1,no,southeast,9048.03
1142,Female,36,1,8,0,1-2 Year,Yes,57831,26,221,0,32.6,3,no,southwest,7954.52
1143,Male,23,1,11,1,< 1 Year,No,31897,152,138,0,24.9,0,no,southeast,27117.99
1144,Female,45,1,48,0,1-2 Year,Yes,2630,157,171,1,32.3,2,no,southeast,6338.08
1145,Male,43,1,28,0,1-2 Year,Yes,22441,26,83,0,32.3,2,no,southwest,9630.4
1146,Male,42,1,28,0,1-2 Year,Yes,25231,13,246,0,32.8,3,no,northwest,11289.11
1147,Male,23,1,39,0,< 1 Year,No,2630,152,293,0,32.8,0,yes,southwest,52590.83
1148,Female,40,1,7,1,1-2 Year,No,2630,124,184,0,31.9,0,no,northwest,2261.57
1149,Male,55,1,41,0,1-2 Year,Yes,22757,136,77,0,21.5,1,no,southwest,10791.96
1150,Male,45,1,28,1,1-2 Year,No,2630,156,55,0,34.1,0,no,southwest,5979.73
1151,Female,48,1,28,1,1-2 Year,No,43755,26,295,0,30.3,0,no,northeast,2203.74
1152,Female,37,1,47,0,1-2 Year,No,41035,124,212,0,36.5,0,no,northwest,12235.84
1153,Male,54,1,28,0,> 2 Years,Yes,37248,124,262,0,32.6,3,yes,southeast,40941.29
1154,Male,36,1,39,0,1-2 Year,Yes,29846,26,47,1,35.8,1,no,northwest,5630.46
1155,Female,46,1,28,0,1-2 Year,Yes,42666,26,259,0,27.9,4,no,northwest,11015.17
1156,Female,21,1,17,0,< 1 Year,Yes,42852,152,200,0,22.1,3,no,northeast,7228.22
1157,Male,45,1,7,0,1-2 Year,No,2630,26,97,0,44.9,0,yes,southeast,39722.75
1158,Female,68,1,24,0,1-2 Year,Yes,33437,124,22,0,23.2,2,no,northwest,14426.07
1159,Female,47,1,31,0,1-2 Year,Yes,2630,26,40,1,30.6,0,no,northeast,2459.72
1160,Male,22,1,12,1,< 1 Year,No,30902,152,159,0,41.1,0,no,southwest,3989.84
1161,Male,24,1,36,0,< 1 Year,No,29653,152,159,0,34.6,1,no,northwest,7727.25
1162,Female,21,1,12,0,< 1 Year,Yes,2630,152,149,0,42.1,2,no,southeast,5124.19
1163,Male,50,1,28,0,1-2 Year,Yes,40768,124,94,0,38.8,1,no,southeast,18963.17
1164,Male,28,1,27,1,< 1 Year,No,25757,152,129,0,28.2,0,no,northeast,2200.83
1165,Male,40,1,28,1,1-2 Year,No,58145,124,172,0,28.3,1,no,northwest,7153.55
1166,Male,36,1,18,0,1-2 Year,No,2630,124,212,1,26.1,0,no,northeast,5227.99
1167,Male,24,1,34,0,< 1 Year,No,29619,151,100,0,40.4,0,no,southeast,10982.5
1168,Male,33,1,28,0,1-2 Year,Yes,28902,124,220,1,24.6,2,no,southwest,4529.48
1169,Female,58,1,28,0,1-2 Year,Yes,40773,26,166,0,35.2,2,no,southwest,4670.64
1170,Female,21,1,46,1,< 1 Year,No,48452,160,111,0,34.1,1,no,northwest,6112.35
1171,Male,45,1,20,0,1-2 Year,Yes,2630,124,123,0,27.4,1,yes,northeast,17178.68
1172,Male,42,1,28,0,> 2 Years,Yes,36553,26,259,0,26.7,2,yes,southwest,22478.6
1173,Male,68,1,2,1,1-2 Year,No,34796,26,170,0,41.9,0,no,southeast,11093.62
1174,Female,27,1,41,1,< 1 Year,No,41109,152,34,0,29.3,2,no,northwest,6457.84
1175,Male,24,1,13,0,< 1 Year,No,23564,152,45,0,32.1,2,no,northwest,4433.92
1176,Male,36,1,28,0,1-2 Year,Yes,60320,124,21,0,27.1,0,no,southwest,2154.36
1177,Male,59,1,26,0,> 2 Years,Yes,38063,22,283,0,24.1,1,yes,northwest,23887.66
1178,Female,21,1,30,1,< 1 Year,No,27662,152,16,0,27.4,1,no,southwest,6496.89
1179,Female,66,1,46,1,1-2 Year,No,33671,124,177,0,34.9,0,no,northeast,2899.49
1180,Male,75,1,28,1,1-2 Year,No,31290,124,157,0,29.8,0,yes,southeast,19350.37
1181,Female,67,1,37,0,1-2 Year,Yes,42448,156,180,1,41.3,1,no,northeast,7650.77
1182,Female,24,1,30,1,< 1 Year,No,33522,152,188,0,29.9,0,no,northwest,2850.68
1183,Female,53,1,8,0,1-2 Year,Yes,51134,152,149,0,30.3,0,no,southwest,2632.99
1184,Female,31,1,28,0,< 1 Year,Yes,28921,124,264,1,27.4,1,no,northeast,9447.38
1185,Female,24,1,15,0,< 1 Year,Yes,47809,152,24,0,28.5,1,yes,southeast,18328.24
1186,Male,27,1,8,0,< 1 Year,Yes,33975,152,298,0,23.6,2,no,northeast,8603.82
1187,Male,59,1,28,1,1-2 Year,No,36629,120,263,0,35.6,3,yes,northwest,37465.34
1188,Male,28,1,11,1,< 1 Year,No,2630,160,156,0,32.7,0,no,northwest,13844.8
1189,Female,39,1,28,0,> 2 Years,Yes,34874,26,70,1,25.3,1,yes,northeast,21771.34
1190,Male,42,1,36,0,1-2 Year,Yes,51383,26,126,0,28,0,no,southwest,13126.68
1191,Female,22,1,8,1,< 1 Year,No,45841,152,48,0,32.8,2,no,northwest,5327.4
1192,Male,21,1,37,0,< 1 Year,Yes,29314,160,210,0,21.8,1,no,northeast,13725.47
1193,Male,39,1,19,1,1-2 Year,No,26368,124,207,0,32.4,1,no,northeast,13019.16
1194,Male,56,1,8,0,1-2 Year,Yes,35429,124,259,0,36.6,0,no,northwest,8671.19
1195,Male,46,1,28,0,1-2 Year,Yes,47144,26,84,0,21.8,0,no,northwest,4134.08
1196,Female,23,1,32,1,< 1 Year,No,33613,151,219,0,27.9,3,no,northwest,18838.7
1197,Male,28,1,11,0,< 1 Year,Yes,2630,124,221,1,30,0,yes,northwest,33307.55
1198,Female,26,1,37,0,< 1 Year,Yes,31602,152,280,0,33.6,0,no,southeast,5699.84
1199,Female,22,1,37,0,< 1 Year,Yes,32373,160,219,0,29.4,1,no,northwest,6393.6
1200,Male,41,1,28,0,1-2 Year,Yes,98002,52,44,0,25.8,2,no,southwest,4934.71
1201,Male,23,1,8,1,< 1 Year,No,51281,152,148,0,24.3,2,no,northwest,6198.75
1202,Female,59,1,28,0,1-2 Year,Yes,37871,26,127,0,40.4,2,no,northwest,8733.23
1203,Male,26,1,8,1,< 1 Year,No,51556,152,295,0,32.1,0,no,northwest,2055.32
1204,Female,25,1,8,1,< 1 Year,No,41939,152,167,0,32.3,1,no,northeast,9964.06
1205,Male,23,1,50,1,< 1 Year,No,28016,152,131,0,27.3,3,yes,southeast,18223.45
1206,Female,26,1,17,1,< 1 Year,No,20416,152,143,0,17.9,1,no,northwest,5116.5
1207,Male,29,1,41,1,< 1 Year,No,29620,152,145,0,34.8,2,no,southwest,36910.61
1208,Female,21,1,41,1,< 1 Year,No,27094,152,299,0,33.4,2,yes,southwest,38415.47
1209,Male,21,1,28,1,< 1 Year,No,63440,152,164,0,25.6,1,yes,northeast,20296.86
1210,Female,26,1,21,1,< 1 Year,No,33002,152,20,0,37.1,1,no,southwest,12347.17
1211,Male,42,1,28,1,1-2 Year,No,34454,154,179,0,30.9,1,no,northwest,5373.36
1212,Male,49,1,28,1,1-2 Year,Yes,2630,26,150,0,34.1,2,no,southeast,23563.02
1213,Female,56,1,28,0,1-2 Year,Yes,28268,26,170,1,21.5,0,no,northeast,1702.46
1214,Male,65,1,28,1,1-2 Year,Yes,67117,26,182,0,33.3,2,no,southwest,10806.84
1215,Female,27,1,3,1,< 1 Year,No,2630,152,83,0,31.3,1,no,northwest,3956.07
1216,Male,50,1,17,0,1-2 Year,Yes,37489,26,36,0,39.1,0,no,northeast,12890.06
1217,Female,21,1,4,0,< 1 Year,Yes,2630,160,208,0,25.1,0,no,southeast,5415.66
1218,Male,40,1,41,1,1-2 Year,No,2630,26,233,0,37.3,2,no,southeast,4058.12
1219,Male,59,1,46,0,1-2 Year,No,29034,26,283,0,34.6,1,yes,southwest,41661.6
1220,Male,51,1,15,0,1-2 Year,Yes,32420,154,281,0,30.2,3,no,northwest,7537.16
1221,Female,22,1,15,1,< 1 Year,Yes,42142,152,182,0,21.9,1,no,northeast,4718.2
1222,Male,23,1,50,0,< 1 Year,No,39583,151,128,0,25,2,no,southeast,6593.51
1223,Female,24,1,15,1,< 1 Year,No,28883,152,249,0,25.3,0,no,southeast,8442.67
1224,Female,62,1,28,0,> 2 Years,Yes,41904,26,35,1,24.4,0,yes,southeast,26125.67
1225,Male,24,1,28,0,< 1 Year,Yes,43900,152,270,1,23.9,1,no,northeast,6858.48
1226,Female,20,1,2,0,< 1 Year,Yes,30476,124,281,0,39.8,1,no,southeast,4795.66
1227,Female,25,1,37,0,< 1 Year,No,27220,152,203,0,16.8,2,no,northeast,6640.54
1228,Male,49,1,28,1,1-2 Year,No,33238,26,288,0,37.2,2,no,southeast,7162.01
1229,Male,47,1,35,1,1-2 Year,No,41798,122,62,0,34.4,0,no,southeast,10594.23
1230,Female,58,1,28,0,1-2 Year,Yes,47480,124,137,0,30.3,0,no,northeast,11938.26
1231,Male,27,1,15,1,< 1 Year,No,2630,152,181,0,34.5,3,yes,northwest,60021.4
1232,Female,23,1,6,1,< 1 Year,No,30404,152,145,0,21.8,0,yes,southwest,20167.34
1233,Female,20,1,47,0,< 1 Year,Yes,46175,160,171,0,24.6,3,no,northwest,12479.71
1234,Male,32,1,17,0,1-2 Year,Yes,41966,156,187,0,23.3,0,no,southwest,11345.52
1235,Male,66,1,28,0,1-2 Year,Yes,64942,26,248,1,27.8,2,no,southeast,8515.76
1236,Male,27,1,46,0,< 1 Year,Yes,2630,152,211,0,31.1,0,no,northwest,2699.57
1237,Male,61,1,46,0,1-2 Year,Yes,24554,156,292,0,21.7,0,no,northeast,14449.85
1238,Male,47,1,8,0,1-2 Year,Yes,34444,124,203,0,28.2,0,no,northwest,12224.35
1239,Male,47,1,30,0,1-2 Year,Yes,30100,124,60,1,22.7,3,no,northeast,6985.51
1240,Female,24,1,36,1,< 1 Year,No,32851,152,144,0,42.1,1,no,southeast,3238.44
1241,Female,20,1,15,0,< 1 Year,Yes,34907,122,67,0,41.8,2,yes,southeast,47269.85
1242,Female,57,1,40,0,1-2 Year,No,33701,26,257,0,37,2,yes,southeast,49577.66
1243,Male,26,1,28,1,< 1 Year,No,39914,152,278,0,21.3,3,no,northwest,4296.27
1244,Male,26,1,28,1,< 1 Year,Yes,2630,160,186,0,33.1,0,no,southeast,3171.61
1245,Female,78,1,28,1,1-2 Year,No,45112,152,236,0,33.3,0,no,southeast,1135.94
1246,Female,56,1,28,0,1-2 Year,Yes,2630,26,97,0,24.3,5,no,southwest,5615.37
1247,Female,25,1,8,0,< 1 Year,Yes,38777,152,217,0,25.7,3,no,southwest,9101.8
1248,Male,28,1,46,0,< 1 Year,No,22877,152,240,0,29.4,4,no,southwest,6059.17
1249,Male,35,1,28,0,1-2 Year,Yes,35728,124,275,0,39.8,0,no,southeast,1633.96
1250,Male,32,1,6,1,< 1 Year,No,22707,152,200,0,33.6,1,yes,northeast,37607.53
1251,Female,45,1,6,1,1-2 Year,No,31331,26,189,0,29.8,0,yes,northeast,18648.42
1252,Male,36,1,28,0,1-2 Year,Yes,50127,55,64,0,19.8,0,no,southwest,1241.57
1253,Male,22,1,2,0,< 1 Year,Yes,30074,152,151,0,27.3,0,yes,southwest,16232.85
1254,Male,40,1,28,0,1-2 Year,Yes,30258,124,76,0,29.3,4,no,southwest,15828.82
1255,Female,22,1,29,1,< 1 Year,No,48835,152,190,0,27.7,0,no,southeast,4415.16
1256,Female,25,1,21,1,< 1 Year,No,30619,152,153,0,37.9,0,no,southwest,6474.01
1257,Male,47,1,28,0,1-2 Year,Yes,55456,124,42,0,36.4,3,no,northwest,11436.74
1258,Male,44,1,28,0,> 2 Years,Yes,42522,26,174,0,27.6,1,no,northwest,11305.93
1259,Male,25,1,28,1,< 1 Year,No,26289,152,255,0,37.7,3,no,northwest,30063.58
1260,Male,41,1,39,0,1-2 Year,Yes,2630,124,120,0,23.2,0,no,northeast,10197.77
1261,Female,26,1,33,1,< 1 Year,No,31930,152,70,0,20.5,0,no,northeast,4544.23
1262,Female,22,1,15,0,< 1 Year,Yes,26947,160,131,0,37.1,1,no,southwest,3277.16
1263,Female,20,1,15,1,< 1 Year,Yes,2630,160,253,0,28.1,1,no,southeast,6770.19
1264,Male,38,1,28,0,1-2 Year,Yes,18906,24,136,1,29.9,1,no,southwest,7337.75
1265,Female,50,1,33,0,1-2 Year,Yes,28259,26,252,0,33.3,2,no,northeast,10370.91
1266,Male,37,1,27,1,1-2 Year,No,34545,124,299,0,23.8,0,yes,southeast,26926.51
1267,Male,56,1,28,0,1-2 Year,Yes,40756,124,128,0,30.5,0,no,southwest,10704.47
1268,Female,48,1,8,1,1-2 Year,No,52396,26,138,0,31.1,0,yes,northeast,34254.05
1269,Male,34,1,11,1,1-2 Year,Yes,30707,124,284,0,33.3,0,no,southwest,1880.49
1270,Male,59,1,28,0,1-2 Year,Yes,61464,26,141,1,27.5,3,no,southwest,8615.3
1271,Female,28,1,49,1,< 1 Year,No,2630,152,269,0,33.9,1,no,northwest,3292.53
1272,Male,21,1,3,0,< 1 Year,Yes,23485,160,249,0,34.5,0,no,northwest,3021.81
1273,Female,23,1,41,1,< 1 Year,No,43838,152,232,0,25.5,5,no,southeast,14478.33
1274,Female,34,1,8,1,1-2 Year,No,32602,152,143,0,27.6,1,no,southeast,4747.05
1275,Female,28,1,45,0,< 1 Year,No,24443,152,236,0,27.1,0,yes,southeast,17043.34
1276,Female,21,1,15,0,< 1 Year,Yes,39508,160,206,0,23.7,0,no,southwest,10959.33
1277,Male,62,1,26,0,1-2 Year,Yes,29337,26,275,0,30.4,0,no,northeast,2741.95
1278,Male,31,1,30,0,< 1 Year,Yes,22917,152,92,0,29.7,0,no,northwest,4357.04
1279,Male,50,1,46,0,1-2 Year,Yes,28375,124,175,0,29.9,1,yes,northeast,22462.04
1280,Male,24,1,8,1,< 1 Year,No,48904,152,262,0,26.8,2,no,northwest,4189.11
1281,Female,42,1,28,0,1-2 Year,Yes,29080,124,113,0,33.3,0,no,southeast,8283.68
1282,Female,72,1,8,1,1-2 Year,No,28884,26,150,0,27.6,2,yes,northwest,24535.7
1283,Female,20,1,46,1,< 1 Year,No,34027,160,119,0,21.7,0,yes,northeast,14283.46
1284,Female,49,1,46,1,1-2 Year,No,2630,124,288,0,30,1,no,southeast,1720.35
1285,Female,22,1,50,1,< 1 Year,No,33248,152,209,0,36.3,1,yes,southwest,47403.88
1286,Female,27,1,30,1,< 1 Year,No,18455,152,124,0,24.3,0,no,northeast,8534.67
1287,Female,44,1,50,0,1-2 Year,Yes,2630,18,79,0,17.3,0,no,northeast,3732.63
1288,Male,45,1,18,1,1-2 Year,Yes,2630,124,173,0,25.9,1,no,southwest,5472.45
1289,Female,47,1,28,0,1-2 Year,Yes,42740,56,250,0,39.4,2,yes,southwest,38344.57
1290,Male,31,1,28,0,< 1 Year,Yes,37288,124,224,0,34.3,1,no,southeast,7147.47
1291,Male,57,1,27,0,1-2 Year,No,28650,26,48,0,20,2,no,northeast,7133.9
1292,Female,24,1,2,0,< 1 Year,Yes,42160,152,220,0,34.9,0,yes,southwest,34828.65
1293,Female,55,1,50,0,1-2 Year,Yes,2630,160,258,0,23.2,0,no,southeast,1515.34
1294,Female,26,1,29,1,< 1 Year,No,25989,152,204,0,25.7,3,no,northwest,9301.89
1295,Male,28,1,8,1,< 1 Year,No,45121,152,94,0,25.2,0,no,northeast,11931.13
1296,Male,54,1,28,1,1-2 Year,No,45765,124,109,0,22,1,no,southwest,1964.78
1297,Male,30,1,28,1,1-2 Year,No,42271,26,102,0,26.1,0,no,northeast,1708.93
1298,Male,24,1,6,1,< 1 Year,No,41830,160,105,0,26.5,2,no,southeast,4340.44
1299,Female,35,1,3,0,1-2 Year,Yes,2630,156,38,1,27.5,2,no,northwest,5261.47
1300,Male,45,1,24,0,1-2 Year,Yes,34243,26,149,0,25.7,1,no,northwest,2710.83
1301,Male,59,1,29,0,1-2 Year,Yes,33708,26,205,1,30.4,0,yes,southeast,62592.87
1302,Male,27,1,41,0,< 1 Year,Yes,49635,160,73,0,30.9,3,yes,northwest,46718.16
1303,Male,42,1,8,0,1-2 Year,No,2630,26,99,0,20.8,1,no,southwest,3208.79
1304,Female,23,1,6,1,< 1 Year,No,21571,152,263,0,27.8,0,yes,southwest,37829.72
1305,Female,27,1,16,1,< 1 Year,No,33869,152,43,0,24.6,2,yes,northeast,21259.38
1306,Female,33,1,8,1,< 1 Year,No,2630,152,221,0,27.7,0,no,southeast,2464.62
1307,Female,56,1,28,0,> 2 Years,Yes,47123,26,56,1,21.9,0,yes,northeast,16115.3
1308,Male,23,1,8,0,< 1 Year,Yes,37969,152,143,0,28.1,4,yes,northwest,21472.48
1309,Male,49,1,28,0,1-2 Year,Yes,31342,26,20,1,30.2,0,yes,southwest,33900.65
1310,Male,24,1,15,1,< 1 Year,No,28674,152,95,0,32.2,2,no,southwest,6875.96
1311,Male,24,1,8,1,< 1 Year,No,37769,152,146,0,26.3,1,no,northwest,6940.91
1312,Male,63,1,28,0,1-2 Year,Yes,57914,42,168,0,26.7,0,no,northwest,4571.41
1313,Female,48,1,28,0,1-2 Year,Yes,33117,122,100,0,42.9,1,no,southwest,4536.26
1314,Female,21,1,16,0,< 1 Year,Yes,25176,160,235,0,34.7,2,yes,southwest,36397.58
1315,Male,63,1,38,1,1-2 Year,No,34050,124,187,0,23.7,3,yes,northwest,18765.88
1316,Female,45,1,8,1,1-2 Year,No,41648,152,242,0,28.3,1,no,northeast,11272.33
1317,Male,57,1,41,0,1-2 Year,Yes,27691,26,142,0,20.6,0,no,southwest,1731.68
1318,Male,28,1,30,1,< 1 Year,Yes,2630,152,176,0,53.1,0,no,southeast,1163.46
1319,Female,29,1,28,0,< 1 Year,No,33603,152,198,0,39.7,4,no,northeast,19496.72
1320,Female,21,1,41,1,< 1 Year,No,31791,160,99,0,26.3,2,no,northwest,7201.7
1321,Female,45,1,47,0,1-2 Year,Yes,39378,124,238,0,31.1,3,no,northwest,5425.02
1322,Female,42,1,24,0,1-2 Year,Yes,43056,26,95,0,26.7,0,yes,northeast,28101.33
1323,Male,22,1,47,1,< 1 Year,Yes,2630,160,88,0,38.8,0,no,southeast,12981.35
1324,Female,44,1,2,0,1-2 Year,Yes,2630,157,35,0,40.4,2,yes,southeast,43896.38
1325,Female,24,1,28,0,< 1 Year,Yes,46711,26,242,0,25.9,1,no,northwest,4239.89
1326,Female,24,1,8,1,< 1 Year,No,45304,151,211,0,33.5,0,no,northeast,13143.34
1327,Male,33,1,24,0,1-2 Year,Yes,32839,154,138,0,32.9,0,no,northeast,7050.02
1328,Female,41,1,23,0,1-2 Year,Yes,29729,124,268,0,30,1,no,southeast,9377.9
1329,Male,44,1,22,0,1-2 Year,Yes,18740,124,29,0,24.2,2,no,northeast,22395.74
1330,Female,24,1,41,0,< 1 Year,Yes,31522,152,173,1,38.6,2,no,southwest,10325.21
1331,Female,74,1,15,1,1-2 Year,No,33357,14,264,0,25.7,2,no,southeast,12629.17
1332,Female,37,1,6,1,1-2 Year,No,28657,152,264,0,33.4,0,no,southwest,10795.94
1333,Male,45,1,8,1,1-2 Year,No,28167,7,44,0,44.7,3,no,southwest,11411.69
1334,Female,58,1,28,0,1-2 Year,Yes,35616,122,126,0,31,3,no,northwest,10600.55
1335,Male,24,1,18,0,< 1 Year,Yes,29498,152,59,0,31.9,0,no,northeast,2205.98
1336,Female,30,1,26,1,< 1 Year,No,26130,151,251,0,36.9,0,no,southeast,1629.83
1337,Female,58,1,21,1,1-2 Year,No,2630,160,298,0,25.8,0,no,southwest,2007.95
1338,Female,25,1,14,1,< 1 Year,No,22008,152,190,0,29.1,0,yes,northwest,29141.36
